,ID,UPDATE,STATUS,MOTIVE,INTEREST_RATE,AMOUNT,PRODUCT_ID,CAT,TXN,CP,DELIVERY_SCORE,SALES_CHANNEL
2704,1816,2019-11-12,DELIVERED,,0,0,7,0,0,53100,1,Servicio al cliente
2705,1943,2019-11-17,DELIVERED,,0,0,10,0,0,53100,1,Servicio al cliente
2706,2002,2019-11-16,DELIVERED,,0,0,1,0,0,53100,1,Operaciones
2707,2122,2019-11-19,DELIVERED,,0,0,1,0,0,53100,1,Servicio al cliente
2708,2209,2019-12-03,DELIVERED,,0,0,7,0,0,53100,1,Servicio al cliente
2709,2271,2019-11-14,DELIVERED,,0,0,6,0,0,53100,1,Marketing
2710,2352,2019-11-13,DELIVERED,,0,0,8,0,0,53100,1,Servicio al cliente
2711,2375,2019-12-11,DELIVERED,,0,0,4,0,0,53100,1,Servicio al cliente
2712,2428,2019-12-13,DELIVERED,,0,0,10,0,0,53100,1,Operaciones
2713,2466,2019-11-26,DELIVERED,,0,0,1,0,0,53100,1,Marketing
2714,2496,2019-11-18,DELIVERED,,0,0,3,0,0,53100,1,Marketing
2715,2546,2019-11-30,DELIVERED,,0,0,10,0,0,53100,1,Operaciones
2716,2554,2019-11-20,DELIVERED,,0,0,1,0,0,53100,1,Servicio al cliente
2717,2582,2019-11-30,DELIVERED,,0,0,5,0,0,53100,1,Operaciones
2718,2584,2019-11-29,DELIVERED,,0,0,10,0,0,53100,1,Operaciones
2719,2624,2019-11-23,DELIVERED,,0,0,5,0,0,53100,1,Operaciones
2720,2652,2019-11-24,DELIVERED,,0,0,7,0,0,53100,1,Marketing
2721,2659,2019-11-14,DELIVERED,,0,0,10,0,0,53100,1,Operaciones
2722,2729,2019-11-15,DELIVERED,,0,0,10,0,0,53100,1,Marketing
2723,2757,2019-11-24,DELIVERED,,0,0,2,0,0,53100,1,Marketing
2724,2940,2019-11-25,DELIVERED,,0,0,1,0,0,53100,1,Operaciones
2725,2944,2019-12-08,DELIVERED,,0,0,8,0,0,53100,1,Servicio al cliente
2726,2946,2019-11-13,DELIVERED,,0,0,4,0,0,53100,1,Marketing
2727,2966,2019-11-13,DELIVERED,,0,0,8,0,0,53100,1,Operaciones
2728,2985,2019-11-30,DELIVERED,,0,0,7,0,0,53100,1,Operaciones
2729,3085,2019-12-03,DELIVERED,,0,0,3,0,0,53100,1,Marketing
2730,3134,2019-11-24,DELIVERED,,0,0,1,0,0,53100,1,Marketing
2731,3156,2019-11-23,DELIVERED,,0,0,6,0,0,53100,1,Marketing
2732,3159,2019-11-18,DELIVERED,,0,0,3,0,0,53100,1,Marketing
2733,3293,2019-12-02,DELIVERED,,0,0,10,0,0,53100,1,Operaciones
2734,3304,2019-11-20,DELIVERED,,0,0,7,0,0,53100,1,Marketing
2735,3335,2019-11-12,DELIVERED,,0,0,6,0,0,53100,1,Servicio al cliente
2736,3337,2019-12-23,DELIVERED,,0,0,1,0,0,53100,1,Operaciones
2737,3439,2019-11-21,DELIVERED,,0,0,5,0,0,53100,1,Servicio al cliente
2738,3483,2019-12-18,DELIVERED,,0,0,5,0,0,53100,1,Marketing
2739,3525,2019-11-28,DELIVERED,,0,0,6,0,0,53100,1,Marketing
2740,3550,2019-11-14,DELIVERED,,0,0,5,0,0,53100,1,Servicio al cliente
2741,3689,2019-11-20,DELIVERED,,0,0,7,0,0,53100,1,Operaciones
2742,3785,2019-11-17,DELIVERED,,0,0,6,0,0,53100,1,Servicio al cliente
2743,3786,2019-11-19,DELIVERED,,0,0,10,0,0,53100,1,Operaciones
2744,3801,2019-11-14,DELIVERED,,0,0,9,0,0,53100,1,Servicio al cliente
2745,3816,2019-11-18,DELIVERED,,0,0,7,0,0,53100,1,Marketing
2746,3881,2019-11-13,DELIVERED,,0,0,2,0,0,53100,1,Marketing
2747,3914,2019-11-28,DELIVERED,,0,0,1,0,0,53100,1,Marketing
2748,3960,2019-11-17,DELIVERED,,0,0,1,0,0,53100,1,Marketing
2749,4038,2019-11-20,DELIVERED,,0,0,6,0,0,53100,1,Operaciones
2750,4189,2020-01-07,DELIVERED,,0,0,9,0,0,53100,1,Servicio al cliente
2751,4198,2019-12-01,DELIVERED,,0,0,1,0,0,53100,1,Marketing
2752,4204,2019-11-16,DELIVERED,,0,0,9,0,0,53100,1,Marketing
2753,4228,2019-11-17,DELIVERED,,0,0,5,0,0,53100,1,Servicio al cliente
2754,4233,2019-11-15,DELIVERED,,0,0,1,0,0,53100,1,Servicio al cliente
2755,4257,2019-11-22,DELIVERED,,0,0,5,0,0,53100,1,Marketing
2756,4279,2019-11-15,DELIVERED,,0,0,3,0,0,53100,1,Operaciones
2757,4289,2019-11-15,DELIVERED,,0,0,1,0,0,53100,1,Operaciones
2758,4402,2019-12-03,DELIVERED,,0,0,2,0,0,53100,1,Marketing
2759,4462,2019-11-16,DELIVERED,,0,0,8,0,0,53100,1,Servicio al cliente
2760,4480,2019-11-19,DELIVERED,,0,0,6,0,0,53100,1,Servicio al cliente
2761,4594,2019-11-14,DELIVERED,,0,0,2,0,0,53100,1,Operaciones
2762,4627,2019-11-17,DELIVERED,,0,0,6,0,0,53100,1,Servicio al cliente
2763,4633,2019-11-14,DELIVERED,,0,0,5,0,0,53100,1,Marketing
2764,4729,2019-11-24,DELIVERED,,0,0,1,0,0,53100,1,Operaciones
2765,4737,2019-11-14,DELIVERED,,0,0,9,0,0,53100,1,Operaciones
2766,4779,2019-12-11,DELIVERED,,0,0,1,0,0,53100,1,Servicio al cliente
2767,4842,2019-12-17,DELIVERED,,0,0,9,0,0,53100,1,Operaciones
2768,4899,2020-08-17,DELIVERED,,0,0,1,0,0,53100,1,Operaciones
2769,4900,2019-12-09,DELIVERED,,0,0,2,0,0,53100,1,Operaciones
2770,4911,2019-12-06,DELIVERED,,0,0,9,0,0,53100,1,Operaciones
2771,4924,2019-11-12,DELIVERED,,0,0,4,0,0,53100,1,Marketing
2772,4940,2019-11-16,DELIVERED,,0,0,3,0,0,53100,1,Operaciones
2773,33,2019-12-02,DELIVERED,,0,0,8,0,0,53100,3,Servicio al cliente
2774,88,2019-11-20,DELIVERED,,0,0,6,0,0,53100,3,Servicio al cliente
2775,162,2019-11-18,DELIVERED,,0,0,1,0,0,53100,3,Marketing
2776,203,2019-11-18,DELIVERED,,0,0,2,0,0,53100,3,Marketing
2777,288,2020-02-06,DELIVERED,,0,0,5,0,0,53100,3,Servicio al cliente
2778,338,2019-11-20,DELIVERED,,0,0,3,0,0,53100,3,Operaciones
2779,465,2019-11-18,DELIVERED,,0,0,3,0,0,53100,3,Marketing
2780,576,2019-12-04,DELIVERED,,0,0,10,0,0,53100,3,Operaciones
2781,677,2019-12-11,DELIVERED,,0,0,4,0,0,53100,3,Servicio al cliente
2782,796,2019-11-28,DELIVERED,,0,0,8,0,0,53100,3,Marketing
2783,812,2019-11-28,DELIVERED,,0,0,6,0,0,53100,3,Marketing
2784,818,2019-11-13,DELIVERED,,0,0,1,0,0,53100,3,Operaciones
2785,952,2019-12-01,DELIVERED,,0,0,1,0,0,53100,3,Operaciones
2786,955,2019-11-23,DELIVERED,,0,0,2,0,0,53100,3,Servicio al cliente
2787,984,2020-01-03,DELIVERED,,0,0,7,0,0,53100,3,Servicio al cliente
2788,1056,2019-11-25,DELIVERED,,0,0,10,0,0,53100,3,Marketing
2789,1122,2019-12-07,DELIVERED,,0,0,7,0,0,53100,3,Marketing
2790,1149,2019-12-08,DELIVERED,,0,0,2,0,0,53100,3,Servicio al cliente
2791,1302,2019-11-13,DELIVERED,,0,0,4,0,0,53100,3,Operaciones
2792,1549,2019-11-21,DELIVERED,,0,0,8,0,0,53100,3,Operaciones
2793,1644,2019-11-28,DELIVERED,,0,0,6,0,0,53100,3,Marketing
2794,1713,2019-11-20,DELIVERED,,0,0,8,0,0,53100,3,Operaciones
2795,1892,2019-12-19,DELIVERED,,0,0,4,0,0,53100,3,Operaciones
2796,1933,2019-12-22,DELIVERED,,0,0,4,0,0,53100,3,Operaciones
2797,2121,2019-11-22,DELIVERED,,0,0,2,0,0,53100,3,Servicio al cliente
2798,2175,2019-12-01,DELIVERED,,0,0,8,0,0,53100,3,Servicio al cliente
2799,2179,2019-11-15,DELIVERED,,0,0,5,0,0,53100,3,Operaciones
2800,2250,2019-12-16,DELIVERED,,0,0,5,0,0,53100,3,Marketing
2801,2301,2019-11-27,DELIVERED,,0,0,1,0,0,53100,3,Operaciones
2802,2350,2019-11-18,DELIVERED,,0,0,1,0,0,53100,3,Marketing
2803,2519,2019-12-02,DELIVERED,,0,0,9,0,0,53100,3,Operaciones
2804,2577,2020-07-25,DELIVERED,,0,0,9,0,0,53100,3,Operaciones
2805,2580,2019-11-16,DELIVERED,,0,0,6,0,0,53100,3,Operaciones
2806,2617,2019-11-17,DELIVERED,,0,0,1,0,0,53100,3,Operaciones
2807,2619,2019-11-29,DELIVERED,,0,0,2,0,0,53100,3,Operaciones
2808,2731,2019-12-01,DELIVERED,,0,0,10,0,0,53100,3,Marketing
2809,2751,2019-11-27,DELIVERED,,0,0,2,0,0,53100,3,Operaciones
2810,2796,2019-11-18,DELIVERED,,0,0,6,0,0,53100,3,Servicio al cliente
2811,2934,2019-11-18,DELIVERED,,0,0,5,0,0,53100,3,Marketing
2812,3034,2019-11-14,DELIVERED,,0,0,10,0,0,53100,3,Servicio al cliente
2813,3042,2019-12-11,DELIVERED,,0,0,10,0,0,53100,3,Operaciones
2814,3071,2019-11-15,DELIVERED,,0,0,10,0,0,53100,3,Marketing
2815,3073,2019-11-23,DELIVERED,,0,0,4,0,0,53100,3,Marketing
2816,3198,2020-03-07,DELIVERED,,0,0,10,0,0,53100,3,Servicio al cliente
2817,3205,2019-11-17,DELIVERED,,0,0,6,0,0,53100,3,Marketing
2818,3254,2019-11-20,DELIVERED,,0,0,10,0,0,53100,3,Servicio al cliente
2819,3303,2019-12-03,DELIVERED,,0,0,1,0,0,53100,3,Marketing
2820,3327,2019-11-27,DELIVERED,,0,0,2,0,0,53100,3,Marketing
2821,3329,2019-11-18,DELIVERED,,0,0,6,0,0,53100,3,Operaciones
2822,3366,2019-11-19,DELIVERED,,0,0,2,0,0,53100,3,Marketing
2823,3405,2019-12-01,DELIVERED,,0,0,5,0,0,53100,3,Operaciones
2824,3535,2019-11-24,DELIVERED,,0,0,2,0,0,53100,3,Operaciones
2825,3548,2019-11-21,DELIVERED,,0,0,5,0,0,53100,3,Marketing
2826,3590,2019-11-19,DELIVERED,,0,0,7,0,0,53100,3,Marketing
2827,3636,2019-12-17,DELIVERED,,0,0,7,0,0,53100,3,Servicio al cliente
2828,3755,2019-11-17,DELIVERED,,0,0,3,0,0,53100,3,Marketing
2829,3969,2019-11-14,DELIVERED,,0,0,9,0,0,53100,3,Servicio al cliente
2830,3982,2019-12-25,DELIVERED,,0,0,5,0,0,53100,3,Marketing
2831,3988,2019-11-17,DELIVERED,,0,0,7,0,0,53100,3,Servicio al cliente
2832,4031,2019-11-15,DELIVERED,,0,0,10,0,0,53100,3,Marketing
2833,4046,2019-11-14,DELIVERED,,0,0,5,0,0,53100,3,Marketing
2834,4112,2019-11-15,DELIVERED,,0,0,10,0,0,53100,3,Marketing
2835,4147,2019-11-14,DELIVERED,,0,0,1,0,0,53100,3,Servicio al cliente
2836,4324,2019-12-01,DELIVERED,,0,0,6,0,0,53100,3,Operaciones
2837,4373,2019-11-15,DELIVERED,,0,0,6,0,0,53100,3,Servicio al cliente
2838,4440,2019-11-18,DELIVERED,,0,0,10,0,0,53100,3,Servicio al cliente
2839,4485,2019-11-21,DELIVERED,,0,0,8,0,0,53100,3,Operaciones
2840,4487,2019-11-15,DELIVERED,,0,0,10,0,0,53100,3,Operaciones
2841,4529,2020-03-04,DELIVERED,,0,0,3,0,0,53100,3,Marketing
2842,4614,2019-11-20,DELIVERED,,0,0,3,0,0,53100,3,Operaciones
2843,4634,2019-11-20,DELIVERED,,0,0,3,0,0,53100,3,Marketing
2844,4736,2019-11-21,DELIVERED,,0,0,10,0,0,53100,3,Operaciones
2845,4921,2019-11-28,DELIVERED,,0,0,4,0,0,53100,3,Servicio al cliente
2846,26,2019-11-14,DELIVERED,,0,0,7,0,0,44100,3,Servicio al cliente
2847,47,2019-11-29,DELIVERED,,0,0,3,0,0,44100,3,Servicio al cliente
2848,89,2019-11-21,DELIVERED,,0,0,10,0,0,44100,3,Marketing
2849,238,2019-12-12,DELIVERED,,0,0,9,0,0,44100,3,Operaciones
2850,253,2019-11-14,DELIVERED,,0,0,4,0,0,44100,3,Marketing
2851,352,2019-11-19,DELIVERED,,0,0,3,0,0,44100,3,Marketing
2852,554,2019-12-08,DELIVERED,,0,0,6,0,0,44100,3,Marketing
2853,560,2020-01-27,DELIVERED,,0,0,2,0,0,44100,3,Operaciones
2854,675,2019-11-13,DELIVERED,,0,0,3,0,0,44100,3,Servicio al cliente
2855,705,2019-11-20,DELIVERED,,0,0,6,0,0,44100,3,Servicio al cliente
2856,718,2019-11-18,DELIVERED,,0,0,9,0,0,44100,3,Operaciones
2857,811,2019-11-21,DELIVERED,,0,0,6,0,0,44100,3,Marketing
2858,964,2019-11-20,DELIVERED,,0,0,8,0,0,44100,3,Operaciones
2859,1003,2019-12-03,DELIVERED,,0,0,1,0,0,44100,3,Operaciones
2860,1121,2019-11-29,DELIVERED,,0,0,10,0,0,44100,3,Operaciones
2861,1215,2019-11-20,DELIVERED,,0,0,10,0,0,44100,3,Servicio al cliente
2862,1312,2019-11-24,DELIVERED,,0,0,1,0,0,44100,3,Servicio al cliente
2863,1331,2019-12-16,DELIVERED,,0,0,4,0,0,44100,3,Operaciones
2864,1472,2019-11-16,DELIVERED,,0,0,3,0,0,44100,3,Marketing
2865,1529,2020-02-23,DELIVERED,,0,0,10,0,0,44100,3,Operaciones
2866,1579,2019-11-15,DELIVERED,,0,0,7,0,0,44100,3,Marketing
2867,1591,2019-11-24,DELIVERED,,0,0,4,0,0,44100,3,Servicio al cliente
2868,1621,2019-11-20,DELIVERED,,0,0,7,0,0,44100,3,Operaciones
2869,1694,2019-11-23,DELIVERED,,0,0,1,0,0,44100,3,Operaciones
2870,1718,2019-11-16,DELIVERED,,0,0,8,0,0,44100,3,Servicio al cliente
2871,1737,2019-11-17,DELIVERED,,0,0,2,0,0,44100,3,Marketing
2872,1871,2019-11-23,DELIVERED,,0,0,5,0,0,44100,3,Servicio al cliente
2873,1910,2019-11-28,DELIVERED,,0,0,3,0,0,44100,3,Servicio al cliente
2874,2082,2020-02-15,DELIVERED,,0,0,6,0,0,44100,3,Servicio al cliente
2875,2110,2019-11-24,DELIVERED,,0,0,5,0,0,44100,3,Marketing
2876,2170,2019-12-02,DELIVERED,,0,0,9,0,0,44100,3,Marketing
2877,2249,2019-11-13,DELIVERED,,0,0,2,0,0,44100,3,Servicio al cliente
2878,2292,2019-12-24,DELIVERED,,0,0,2,0,0,44100,3,Servicio al cliente
2879,2299,2019-11-25,DELIVERED,,0,0,1,0,0,44100,3,Marketing
2880,2359,2019-11-20,DELIVERED,,0,0,2,0,0,44100,3,Servicio al cliente
2881,2388,2019-11-26,DELIVERED,,0,0,5,0,0,44100,3,Servicio al cliente
2882,2661,2019-11-15,DELIVERED,,0,0,2,0,0,44100,3,Servicio al cliente
2883,2847,2019-11-16,DELIVERED,,0,0,1,0,0,44100,3,Servicio al cliente
2884,2904,2019-11-21,DELIVERED,,0,0,1,0,0,44100,3,Servicio al cliente
2885,2956,2019-11-26,DELIVERED,,0,0,10,0,0,44100,3,Marketing
2886,3082,2019-11-18,DELIVERED,,0,0,10,0,0,44100,3,Marketing
2887,3119,2021-07-08,DELIVERED,,0,0,5,0,0,44100,3,Servicio al cliente
2888,3244,2019-12-20,DELIVERED,,0,0,5,0,0,44100,3,Operaciones
2889,3345,2019-11-25,DELIVERED,,0,0,9,0,0,44100,3,Operaciones
2890,3364,2019-11-14,DELIVERED,,0,0,9,0,0,44100,3,Operaciones
2891,3373,2019-11-13,DELIVERED,,0,0,1,0,0,44100,3,Operaciones
2892,3407,2019-11-28,DELIVERED,,0,0,2,0,0,44100,3,Marketing
2893,3526,2019-11-19,DELIVERED,,0,0,6,0,0,44100,3,Marketing
2894,3575,2019-11-18,DELIVERED,,0,0,9,0,0,44100,3,Servicio al cliente
2895,3932,2019-11-17,DELIVERED,,0,0,4,0,0,44100,3,Servicio al cliente
2896,3952,2019-11-14,DELIVERED,,0,0,4,0,0,44100,3,Servicio al cliente
2897,4051,2019-11-16,DELIVERED,,0,0,2,0,0,44100,3,Operaciones
2898,4122,2019-11-18,DELIVERED,,0,0,1,0,0,44100,3,Servicio al cliente
2899,4161,2019-11-20,DELIVERED,,0,0,5,0,0,44100,3,Marketing
2900,4193,2019-11-25,DELIVERED,,0,0,10,0,0,44100,3,Operaciones
2901,4236,2019-11-18,DELIVERED,,0,0,7,0,0,44100,3,Operaciones
2902,4267,2019-12-04,DELIVERED,,0,0,3,0,0,44100,3,Operaciones
2903,4293,2019-11-16,DELIVERED,,0,0,4,0,0,44100,3,Marketing
2904,4319,2019-11-18,DELIVERED,,0,0,3,0,0,44100,3,Operaciones
2905,4407,2019-11-16,DELIVERED,,0,0,9,0,0,44100,3,Operaciones
2906,4461,2019-11-25,DELIVERED,,0,0,9,0,0,44100,3,Operaciones
2907,4653,2019-11-22,DELIVERED,,0,0,8,0,0,44100,3,Servicio al cliente
2908,4876,2019-11-21,DELIVERED,,0,0,8,0,0,44100,3,Operaciones
2909,4966,2019-11-16,DELIVERED,,0,0,9,0,0,44100,3,Marketing
2910,4991,2019-12-08,DELIVERED,,0,0,5,0,0,44100,3,Marketing
2911,4,2019-11-16,DELIVERED,,0,0,10,0,0,11560,3,Operaciones
2912,17,2019-11-29,DELIVERED,,0,0,9,0,0,44620,3,Servicio al cliente
2913,53,2019-11-21,DELIVERED,,0,0,5,0,0,11560,3,Operaciones
2914,136,2019-11-21,DELIVERED,,0,0,8,0,0,44620,3,Operaciones
2915,160,2019-12-08,DELIVERED,,0,0,8,0,0,64000,3,Marketing
2916,279,2019-11-27,DELIVERED,,0,0,7,0,0,11560,3,Marketing
2917,347,2019-11-27,DELIVERED,,0,0,10,0,0,11560,3,Servicio al cliente
2918,369,2019-12-03,DELIVERED,,0,0,9,0,0,11560,3,Servicio al cliente
2919,377,2019-12-26,DELIVERED,,0,0,10,0,0,11560,3,Servicio al cliente
2920,381,2020-01-02,DELIVERED,,0,0,6,0,0,64000,3,Servicio al cliente
2921,419,2019-11-22,DELIVERED,,0,0,5,0,0,11560,3,Operaciones
2922,421,2019-11-20,DELIVERED,,0,0,9,0,0,11560,3,Operaciones
2923,453,2019-12-06,DELIVERED,,0,0,6,0,0,64000,3,Servicio al cliente
2924,548,2019-12-24,DELIVERED,,0,0,9,0,0,11560,3,Marketing
2925,624,2019-11-15,DELIVERED,,0,0,3,0,0,44620,3,Marketing
2926,696,2019-11-23,DELIVERED,,0,0,10,0,0,11560,3,Marketing
2927,746,2019-12-03,DELIVERED,,0,0,6,0,0,11560,3,Servicio al cliente
2928,816,2019-12-04,DELIVERED,,0,0,8,0,0,44620,3,Operaciones
2929,875,2019-11-16,DELIVERED,,0,0,8,0,0,11560,3,Servicio al cliente
2930,904,2019-11-17,DELIVERED,,0,0,4,0,0,44620,3,Operaciones
2931,1016,2019-11-13,DELIVERED,,0,0,6,0,0,64000,3,Operaciones
2932,1025,2019-11-15,DELIVERED,,0,0,2,0,0,11560,3,Servicio al cliente
2933,1117,2019-11-28,DELIVERED,,0,0,6,0,0,11560,3,Marketing
2934,1147,2019-11-21,DELIVERED,,0,0,9,0,0,11560,3,Marketing
2935,1242,2019-11-20,DELIVERED,,0,0,6,0,0,11560,3,Servicio al cliente
2936,1254,2019-11-29,DELIVERED,,0,0,4,0,0,11560,3,Servicio al cliente
2937,1285,2019-11-14,DELIVERED,,0,0,8,0,0,64000,3,Marketing
2938,1357,2019-11-17,DELIVERED,,0,0,5,0,0,64000,3,Operaciones
2939,1424,2019-12-06,DELIVERED,,0,0,6,0,0,11560,3,Servicio al cliente
2940,1444,2019-11-25,DELIVERED,,0,0,5,0,0,64000,3,Servicio al cliente
2941,1457,2019-11-19,DELIVERED,,0,0,3,0,0,64000,3,Operaciones
2942,1673,2019-11-16,DELIVERED,,0,0,4,0,0,64000,3,Marketing
2943,1679,2019-11-18,DELIVERED,,0,0,8,0,0,64000,3,Servicio al cliente
2944,1683,2019-12-01,DELIVERED,,0,0,8,0,0,11560,3,Operaciones
2945,1697,2019-11-12,DELIVERED,,0,0,9,0,0,11560,3,Servicio al cliente
2946,1784,2019-11-19,DELIVERED,,0,0,9,0,0,64000,3,Marketing
2947,1992,2020-04-20,DELIVERED,,0,0,6,0,0,11560,3,Marketing
2948,2073,2019-12-03,DELIVERED,,0,0,8,0,0,11560,3,Operaciones
2949,2088,2019-12-07,DELIVERED,,0,0,2,0,0,11560,3,Operaciones
2950,2094,2019-11-14,DELIVERED,,0,0,5,0,0,11560,3,Servicio al cliente
2951,2101,2019-11-25,DELIVERED,,0,0,7,0,0,64000,3,Servicio al cliente
2952,2188,2019-11-20,DELIVERED,,0,0,5,0,0,11560,3,Servicio al cliente
2953,2240,2019-11-18,DELIVERED,,0,0,4,0,0,64000,3,Servicio al cliente
2954,2261,2019-11-24,DELIVERED,,0,0,2,0,0,64000,3,Servicio al cliente
2955,2327,2019-11-27,DELIVERED,,0,0,2,0,0,11560,3,Operaciones
2956,2329,2019-11-21,DELIVERED,,0,0,4,0,0,11560,3,Operaciones
2957,2341,2019-11-17,DELIVERED,,0,0,6,0,0,64000,3,Operaciones
2958,2358,2019-11-14,DELIVERED,,0,0,4,0,0,11560,3,Servicio al cliente
2959,2405,2019-11-16,DELIVERED,,0,0,6,0,0,44620,3,Operaciones
2960,2523,2019-11-27,DELIVERED,,0,0,7,0,0,11560,3,Servicio al cliente
2961,2532,2019-11-20,DELIVERED,,0,0,4,0,0,11560,3,Servicio al cliente
2962,2539,2019-11-14,DELIVERED,,0,0,6,0,0,64000,3,Operaciones
2963,2609,2019-11-13,DELIVERED,,0,0,2,0,0,11560,3,Operaciones
2964,2676,2019-11-22,DELIVERED,,0,0,5,0,0,11560,3,Servicio al cliente
2965,2718,2019-11-21,DELIVERED,,0,0,3,0,0,11560,3,Marketing
2966,2845,2019-11-19,DELIVERED,,0,0,9,0,0,11560,3,Servicio al cliente
2967,2884,2019-11-19,DELIVERED,,0,0,4,0,0,44620,3,Servicio al cliente
2968,2908,2019-11-14,DELIVERED,,0,0,5,0,0,11560,3,Marketing
2969,2971,2019-11-19,DELIVERED,,0,0,8,0,0,44620,3,Servicio al cliente
2970,3005,2020-01-19,DELIVERED,,0,0,9,0,0,11560,3,Servicio al cliente
2971,3044,2019-11-12,DELIVERED,,0,0,6,0,0,64000,3,Marketing
2972,3052,2019-11-15,DELIVERED,,0,0,8,0,0,11560,3,Operaciones
2973,3200,2019-11-17,DELIVERED,,0,0,5,0,0,64000,3,Marketing
2974,3229,2019-11-13,DELIVERED,,0,0,3,0,0,44620,3,Servicio al cliente
2975,3323,2019-11-14,DELIVERED,,0,0,3,0,0,64000,3,Marketing
2976,3396,2019-12-01,DELIVERED,,0,0,1,0,0,11560,3,Servicio al cliente
2977,3400,2019-11-18,DELIVERED,,0,0,7,0,0,11560,3,Servicio al cliente
2978,3402,2019-11-24,DELIVERED,,0,0,3,0,0,44620,3,Marketing
2979,3567,2019-11-16,DELIVERED,,0,0,4,0,0,11560,3,Marketing
2980,3578,2019-11-24,DELIVERED,,0,0,7,0,0,44620,3,Marketing
2981,3612,2020-02-01,DELIVERED,,0,0,6,0,0,11560,3,Marketing
2982,3635,2019-11-25,DELIVERED,,0,0,4,0,0,44620,3,Operaciones
2983,3823,2019-12-16,DELIVERED,,0,0,5,0,0,64000,3,Servicio al cliente
2984,3834,2019-11-14,DELIVERED,,0,0,7,0,0,11560,3,Operaciones
2985,3861,2019-11-22,DELIVERED,,0,0,8,0,0,44620,3,Servicio al cliente
2986,3927,2019-11-15,DELIVERED,,0,0,2,0,0,11560,3,Operaciones
2987,3996,2019-11-16,DELIVERED,,0,0,6,0,0,64000,3,Servicio al cliente
2988,4017,2019-12-08,DELIVERED,,0,0,7,0,0,11560,3,Servicio al cliente
2989,4028,2019-11-23,DELIVERED,,0,0,4,0,0,64000,3,Servicio al cliente
2990,4029,2019-11-16,DELIVERED,,0,0,5,0,0,64000,3,Marketing
2991,4069,2019-11-18,DELIVERED,,0,0,3,0,0,44620,3,Marketing
2992,4128,2019-12-07,DELIVERED,,0,0,6,0,0,64000,3,Servicio al cliente
2993,4195,2019-11-20,DELIVERED,,0,0,10,0,0,11560,3,Servicio al cliente
2994,4265,2019-11-24,DELIVERED,,0,0,8,0,0,11560,3,Operaciones
2995,4474,2019-12-10,DELIVERED,,0,0,4,0,0,64000,3,Operaciones
2996,4510,2019-11-18,DELIVERED,,0,0,6,0,0,64000,3,Servicio al cliente
2997,4519,2019-11-25,DELIVERED,,0,0,7,0,0,64000,3,Marketing
2998,4523,2019-11-15,DELIVERED,,0,0,9,0,0,11560,3,Operaciones
2999,4576,2019-11-19,DELIVERED,,0,0,4,0,0,44620,3,Operaciones
3000,4593,2019-11-21,DELIVERED,,0,0,4,0,0,11560,3,Operaciones
3001,4656,2019-11-13,DELIVERED,,0,0,10,0,0,44620,3,Operaciones
3002,4693,2019-11-14,DELIVERED,,0,0,1,0,0,11560,3,Servicio al cliente
3003,4708,2019-11-16,DELIVERED,,0,0,2,0,0,64000,3,Operaciones
3004,4874,2019-12-02,DELIVERED,,0,0,1,0,0,64000,3,Servicio al cliente
3005,4922,2021-02-01,DELIVERED,,0,0,3,0,0,11560,3,Marketing
3006,5,2020-01-11,DELIVERED,,0,0,10,0,0,53100,0,Servicio al cliente
3007,11,2019-11-16,DELIVERED,,0,0,10,0,0,64000,0,Servicio al cliente
3008,19,2019-11-14,DELIVERED,,0,0,5,0,0,11560,0,Marketing
3009,72,2019-11-19,DELIVERED,,0,0,2,0,0,53100,0,Servicio al cliente
3010,129,2019-11-26,DELIVERED,,0,0,3,0,0,44100,0,Operaciones
3011,140,2019-11-29,DELIVERED,,0,0,3,0,0,44100,0,Operaciones
3012,153,2019-11-18,DELIVERED,,0,0,2,0,0,53100,0,Servicio al cliente
3013,197,2019-12-02,DELIVERED,,0,0,8,0,0,44620,0,Marketing
3014,222,2019-11-28,DELIVERED,,0,0,6,0,0,44620,0,Servicio al cliente
3015,226,2019-11-29,DELIVERED,,0,0,8,0,0,53100,0,Operaciones
3016,263,2019-12-05,DELIVERED,,0,0,2,0,0,11560,0,Marketing
3017,308,2019-11-16,DELIVERED,,0,0,2,0,0,44100,0,Marketing
3018,398,2019-12-03,DELIVERED,,0,0,8,0,0,44100,0,Operaciones
3019,464,2019-11-17,DELIVERED,,0,0,6,0,0,64000,0,Operaciones
3020,484,2019-11-25,DELIVERED,,0,0,8,0,0,44620,0,Servicio al cliente
3021,631,2019-11-28,DELIVERED,,0,0,9,0,0,44100,0,Servicio al cliente
3022,641,2019-11-20,DELIVERED,,0,0,7,0,0,11560,0,Operaciones
3023,658,2019-11-21,DELIVERED,,0,0,6,0,0,64000,0,Operaciones
3024,707,2019-11-17,DELIVERED,,0,0,3,0,0,44100,0,Servicio al cliente
3025,886,2019-11-19,DELIVERED,,0,0,10,0,0,11560,0,Marketing
3026,943,2019-11-21,DELIVERED,,0,0,8,0,0,11560,0,Marketing
3027,949,2019-11-21,DELIVERED,,0,0,10,0,0,44100,0,Operaciones
3028,972,2019-11-19,DELIVERED,,0,0,6,0,0,44620,0,Operaciones
3029,1020,2019-11-19,DELIVERED,,0,0,7,0,0,11560,0,Operaciones
3030,1024,2019-11-21,DELIVERED,,0,0,6,0,0,44100,0,Operaciones
